Latitude,Longitude
55.68380104737004,12.585175041013349
55.69613675073852,12.572983571711115
55.68371685486106,12.585103881809532
55.68374146804126,12.585124417730745
55.68377024435986,12.585148023460608
55.69617958998788,12.573056330062611
55.69606119769052,12.572865873057907
55.69609844642457,12.572921984835675
55.70185577361202,12.580251089998747
55.701918671956555,12.58023317793396
55.70198127074208,12.58021165212643
55.70204497699449,12.580193813899072
55.65364745021692,12.540311663917153
55.69165365984598,12.577676650727721
55.691695655207454,12.577726322041832
55.692352064189386,12.561172829714215
55.692250189891766,12.561160613650163
55.698616827440475,12.540227723800932
55.68702408346074,12.562313277191697
55.68693465170505,12.562210091184687
55.692581392456894,12.540827160819907
55.68686075371264,12.567655253134275
55.66537218380984,12.557567470643239
55.665357856556106,12.557644848211266
55.64987839179356,12.530140594350673
55.649867314783265,12.53025093718982
55.68312887126555,12.563687223394432
55.68315269298166,12.563607795407318
55.666105530125456,12.55543074598706
55.67637674327139,12.561984006579376
55.64760666389447,12.52630564309761
55.66494340115158,12.599451459743888
55.66496309599651,12.599515346298215
55.67906348898651,12.573054534493345
55.67907827840602,12.573121211720052
55.679094633371825,12.573192976626617
55.6791111491119,12.573259223027174
55.67912894425247,12.573324479616886
55.69173702634684,12.577776989991087
55.67321435687856,12.592898567198864
55.673182201215695,12.59295935656069
55.681866831179754,12.591321053027778
55.68190382155045,12.591351600837719
55.69470635500662,12.552231825133966
55.694728623554816,12.552327925642832
55.693211857027535,12.587051051570098
55.69325286678394,12.587002181164202
55.68870575795846,12.597295962114167
55.688748759436564,12.597333293472182
55.699132713610595,12.586166468489829
55.69908730777065,12.586200623389912
55.69904126769314,12.58623468204548
55.68692864768825,12.582210270567744
55.686979986092254,12.582255433999881
55.68703098052178,12.582298398334
55.6627685997119,12.517635312437294
55.66281964687341,12.517678105633507
55.66287503339587,12.517722396132353
55.66876889434979,12.554146551972691
55.66871162336772,12.554169684995426
55.6753989960389,12.583200559193045
55.675370513082605,12.583325004289524
55.67086093877322,12.569197495229497
55.670829077672344,12.569149593539361
55.6879267758715,12.58930034596463
55.676070770812245,12.5590363530588
55.67614349718307,12.569549991671378
55.67620181443079,12.569435072711652
55.68060649315137,12.568159673527406
55.680564937862705,12.568107047406702
55.680535006814004,12.568066912432078
55.684144293609535,12.556133616477847
55.68411267202486,12.55607118611828
55.684082143520186,12.55601528291262
55.6840534860628,12.555957470838782
55.684025349465884,12.555900087998854
55.68399855750253,12.555840557546441
55.6833330746254,12.584769965899627
55.683344453151314,12.58474786687209
55.68334316769265,12.584778488852693
55.683561993939236,12.584970374326048
55.70828899893836,12.575106181695
55.70832159291291,12.575161859083924
55.66061215653914,12.605423231755912
55.66064767306284,12.605499908078794
55.69640440325815,12.570343657301
55.696435511179,12.570293599252341
55.682656979304404,12.48834534365851
55.68265850865969,12.48851201443079
55.66930694317324,12.579902237583115
55.66928818072914,12.579967414227683
55.66632032403999,12.50958398004916
55.66626187836803,12.50958638559499
55.68222206434415,12.556062285519513
55.682242556647694,12.555965434283687
55.696448409683,12.587964640807614
55.696461523081695,12.588047548466337
55.696474105994945,12.588132491841511
55.693923536953776,12.544656457577808
55.693886917635055,12.544709408213194
55.67016273885325,12.587141879855526
55.6701557056345,12.587230034189197
55.70004453650342,12.58886860244038
55.70006590361751,12.585175041013349
55.706194275353845,12.572983571711115
55.70618564677664,12.585103881809532
55.70646238307264,12.585124417730745
55.706448044517096,12.585148023460608
55.654396547404886,12.573056330062611
55.65435860988559,12.572865873057907
55.68184243209295,12.572921984835675
55.68240384590205,12.580251089998747
55.68243162226125,12.58023317793396
55.66555024393807,12.58021165212643
55.6655165306771,12.580193813899072
55.67894629867368,12.540311663917153
55.67891915981283,12.577676650727721
55.678894139066024,12.577726322041832
55.67832052676275,12.561172829714215
55.67828866265773,12.561160613650163
55.684854462412886,12.540227723800932
55.68480593926447,12.562313277191697
55.652810289264785,12.562210091184687
55.65279576072515,12.540827160819907
55.70142542420324,12.567655253134275
55.68073616366155,12.557567470643239
55.692298773042964,12.557644848211266
55.668738485892185,12.530140594350673
55.66872220045698,12.53025093718982
55.62953870896059,12.563687223394432
55.69944620393017,12.563607795407318
55.704846952918146,12.55543074598706
55.699470773684006,12.561984006579376
55.6654855652852,12.52630564309761
55.699663807707296,12.599451459743888
55.72020298792714,12.599515346298215
55.64586077677016,12.573054534493345
55.69253597457196,12.573121211720052
55.68914487038818,12.573192976626617
55.65684745288455,12.573259223027174
55.69320196843296,12.573324479616886
55.70588936889184,12.577776989991087
55.706732051670166,12.592898567198864
55.68949681933135,12.59295935656069
55.639352136072304,12.591321053027778
55.70289474415024,12.591351600837719
55.64539542790406,12.552231825133966
55.66550971165161,12.552327925642832
55.656911132163714,12.587051051570098
55.676634371546804,12.587002181164202
55.68688642956372,12.597295962114167
55.664160424199395,12.597333293472182
55.693346559290426,12.586166468489829
55.69330415768024,12.586200623389912
55.68683569152612,12.58623468204548
55.66418815277526,12.582210270567744
55.66417728050767,12.582255433999881
55.69629362929928,12.582298398334
55.696323393971085,12.517635312437294
55.66068693052723,12.517678105633507
55.65529767542431,12.517722396132353
55.65530949062605,12.554146551972691
55.65532073150913,12.554169684995426
55.66629819372589,12.583200559193045
55.6662755091732,12.583325004289524
55.6662539780038,12.569197495229497
55.65447874862375,12.569149593539361
55.65449126351516,12.58930034596463
55.65209512600917,12.5590363530588
55.65210431863413,12.569549991671378
55.66688924094612,12.569435072711652
55.666835184069065,12.568159673527406
55.66678427391293,12.568107047406702
55.711448151931435,12.568066912432078
55.7114842084849,12.556133616477847
55.70840352420167,12.55607118611828
55.708370630094024,12.55601528291262
55.6766629296956,12.555957470838782
55.71143096728816,12.555900087998854
55.71136375517055,12.555840557546441
55.71139732846572,12.584769965899627
55.70589458745668,12.58474786687209
55.66551418351656,12.584778488852693
55.70335296865668,12.584970374326048
55.70349660227469,12.575106181695
55.67115949885489,12.575161859083924
55.67111962800112,12.605423231755912
55.671080800518496,12.605499908078794
55.69324100512045,12.570343657301
55.71599495553354,12.570293599252341
55.71600433360649,12.48834534365851
55.71140331996236,12.48851201443079
55.71138927806324,12.579902237583115
55.70034507581656,12.579967414227683
55.70038650216188,12.50958398004916
55.70292589506664,12.50958638559499
55.6649282241552,12.556062285519513
55.68541454739064,12.555965434283687
55.68546484243452,12.587964640807614
55.685513541824015,12.588047548466337
55.682458694870185,12.588132491841511
55.64757682186803,12.544656457577808
55.6454225318302,12.544709408213194
55.64540854263727,12.587141879855526
55.70617733276315,12.587230034189197
55.67017240641809,12.58886860244038
55.673247466793306,12.585175041013349
55.673145308409005,12.572983571711115
55.692626794471714,12.585103881809532
55.66637561134131,12.585124417730745
55.63939318612246,12.585148023460608
55.68953364977512,12.573056330062611
55.706733189600115,12.572865873057907
55.645864140681596,12.572921984835675
55.720196701156155,12.580251089998747
55.66726377146659,12.58023317793396
55.667296851241815,12.58021165212643
55.667280633865104,12.580193813899072
55.70860770491724,12.540311663917153
55.70862011001072,12.577676650727721
55.69970625763935,12.577726322041832
55.68475775356167,12.561172829714215
55.68049487128412,12.561160613650163
55.689180621575154,12.540227723800932
55.65569888953077,12.562313277191697
55.65578516495616,12.562210091184687
55.65586451548212,12.540827160819907
55.70099187564235,12.567655253134275
55.70096232969833,12.557567470643239
55.664241315078925,12.557644848211266
55.66416687026945,12.530140594350673
55.70751932384826,12.53025093718982
55.70505690445338,12.563687223394432
55.70511467442924,12.563607795407318
55.67415255209044,12.55543074598706
55.674191374918365,12.561984006579376
55.6760720986816,12.52630564309761
55.67607663001139,12.599451459743888
55.67608249313932,12.599515346298215
55.66117097428338,12.573054534493345
55.66122752658986,12.573121211720052
55.67159490302678,12.573192976626617
55.67154794923598,12.573259223027174
55.671502189818675,12.573324479616886
55.67602870623627,12.577776989991087
55.66265753955364,12.592898567198864
55.66264271784335,12.59295935656069
55.69439829263265,12.591321053027778
55.708910778899806,12.591351600837719
55.708877194794525,12.552231825133966
55.700174523943346,12.552327925642832
55.70013577899707,12.587051051570098
55.70009703404919,12.587002181164202
55.65278080275928,12.597295962114167
55.63225881498721,12.597333293472182
55.63233488987345,12.586166468489829
55.632298087665355,12.586200623389912
55.627145041352435,12.58623468204548
55.62718963719699,12.582210270567744
55.62723904650922,12.582255433999881
55.61802843077455,12.582298398334
55.617979021184915,12.517635312437294
55.69475642869442,12.517678105633507
55.66605668546034,12.517722396132353
55.640221259745154,12.554146551972691
55.648708630620135,12.554169684995426
55.64866734054076,12.583200559193045
55.648629228390355,12.583325004289524
55.69318821109806,12.569197495229497
55.69324412103217,12.569149593539361
55.705059150742876,12.58930034596463
55.67611111672526,12.5590363530588
55.67788876673739,12.569549991671378
55.68792936403208,12.569435072711652
55.671382831950815,12.568159673527406
55.67551543784627,12.568107047406702
55.68979735298935,12.568066912432078
55.67407081689584,12.556133616477847
55.674415023641195,12.55607118611828
55.67267007873495,12.55601528291262
55.67089324980703,12.555957470838782
55.6684601323813,12.555900087998854
55.6803188790731,12.555840557546441
55.68044641412664,12.584769965899627
55.69277063164617,12.58474786687209
55.69281019735434,12.584778488852693
55.70669648241752,12.584970374326048
55.706693992717774,12.575106181695
55.69426997042113,12.575161859083924
55.64024518954803,12.605423231755912
55.67548784758483,12.605499908078794
55.67546423015797,12.570343657301
55.715986514938784,12.570293599252341
55.71597797381702,12.48834534365851
55.671326454692014,12.48851201443079
55.67127159196762,12.579902237583115
55.67415924759175,12.579967414227683
55.674189793042856,12.50958398004916
55.67644273206062,12.50958638559499
55.67650975364409,12.556062285519513
55.66750058485866,12.555965434283687
55.70587045147059,12.587964640807614
55.68431105374638,12.588047548466337
55.66507124575586,12.588132491841511
55.69186625312327,12.544656457577808
55.66776978312926,12.544709408213194
55.66775416201316,12.587141879855526
55.69899012481977,12.587230034189197
55.69890365334823,12.58886860244038
55.66505495002761,12.585175041013349
55.66503842937359,12.572983571711115
55.691825798347374,12.585103881809532
55.6917859592865,12.585124417730745
55.68764467144432,12.585148023460608
55.68770416455032,12.573056330062611
55.694310877042064,12.572865873057907
55.66683061429448,12.572921984835675
55.66677997823426,12.580251089998747
55.666728266220666,12.58023317793396
55.66667688824044,12.58021165212643
55.66918847414932,12.580193813899072
55.66918248798751,12.540311663917153
55.669175818194105,12.577676650727721
55.66916889187493,12.577726322041832
55.702322118052194,12.561172829714215
55.702257837167885,12.561160613650163
55.702195980019994,12.540227723800932
55.702132273744475,12.562313277191697
55.69662731188787,12.562210091184687
55.69663960776084,12.540827160819907
55.69665221018766,12.567655253134275
55.69666534524176,12.557567470643239
55.66799512643534,12.557644848211266
55.66795295528983,12.530140594350673
55.66790781743651,12.53025093718982
55.667865103276036,12.563687223394432
55.68812850090599,12.563607795407318
55.6881535382015,12.55543074598706
55.688179578547995,12.561984006579376
55.688207979756974,12.52630564309761
55.70651164593654,12.599451459743888
55.70651645673868,12.599515346298215
55.706521434541656,12.573054534493345
55.706525340558,12.573121211720052
55.67674116945646,12.573192976626617
55.67670978367175,12.573259223027174
55.676678031946956,12.573324479616886
55.690281306222055,12.577776989991087
55.690242691151056,12.592898567198864
55.690204363374875,12.59295935656069
55.690163005833256,12.591321053027778
55.697469858277,12.591351600837719
55.697516905332066,12.552231825133966
55.69756470982572,12.552327925642832
55.697610968336605,12.587051051570098
55.664756774796984,12.587002181164202
55.66480043881109,12.597295962114167
55.66484439000089,12.597333293472182
55.66488802244736,12.586166468489829
55.70443441928779,12.586200623389912
55.704441566751115,12.58623468204548
55.704449575970976,12.582210270567744
55.70445611740519,12.582255433999881
55.710837397475686,12.582298398334
55.71079059953513,12.517635312437294
55.7107434517275,12.517678105633507
55.71069880583553,12.517722396132353
55.70591812212917,12.554146551972691
55.705927380160325,12.554169684995426
55.70593486741198,12.583200559193045
55.68380104737004,12.583325004289524
55.69613675073852,12.569197495229497
55.68371685486106,12.569149593539361
55.68374146804126,12.58930034596463
55.68377024435986,12.5590363530588
55.69617958998788,12.569549991671378
55.69606119769052,12.569435072711652
55.69609844642457,12.568159673527406
55.70185577361202,12.568107047406702
55.701918671956555,12.568066912432078
55.70198127074208,12.556133616477847
55.70204497699449,12.55607118611828
55.65364745021692,12.55601528291262
55.69165365984598,12.555957470838782
55.691695655207454,12.555900087998854
55.692352064189386,12.555840557546441
55.692250189891766,12.584769965899627
55.698616827440475,12.58474786687209
55.68702408346074,12.584778488852693
55.68693465170505,12.584970374326048
55.692581392456894,12.575106181695
55.68686075371264,12.575161859083924
55.66537218380984,12.605423231755912
55.665357856556106,12.605499908078794
55.64987839179356,12.570343657301
55.649867314783265,12.570293599252341
55.68312887126555,12.48834534365851
55.68315269298166,12.48851201443079
55.666105530125456,12.579902237583115
55.67637674327139,12.579967414227683
55.64760666389447,12.50958398004916
55.66494340115158,12.50958638559499
55.66496309599651,12.556062285519513
55.67906348898651,12.555965434283687
55.67907827840602,12.587964640807614
55.679094633371825,12.588047548466337
55.6791111491119,12.588132491841511
55.67912894425247,12.544656457577808
55.69173702634684,12.544709408213194
55.67321435687856,12.587141879855526
55.673182201215695,12.587230034189197
55.681866831179754,12.58886860244038
55.68190382155045,12.585175041013349
55.69470635500662,12.572983571711115
55.694728623554816,12.585103881809532
55.693211857027535,12.585124417730745
55.69325286678394,12.585148023460608
55.68870575795846,12.573056330062611